akt;hiddenlayer;dropout;eta;regul;regulrate;batchsize;RMSPropconst;RMSProprate;MSE;R2;TrainSteps;Time_s
sigmoid;(100, 50, 25);0.1;0.003;l1;0.001;32;1.00E-06;0.99;0.020940494;-4.08E-05;610;27.19
sigmoid;(100, 50, 25);0.3;0.03;l1;0.01;64;1.00E-05;0.9;0.020940495;-4.09E-05;549;32.96
sigmoid;(100, 50, 25);0;0.03;l2;1.00E-05;32;1.00E-05;0.99;0.020940498;-4.10E-05;610;23.34
sigmoid;(100, 100, 100, 50);0.1;0.003;l1;0.001;32;1.00E-06;0.99;0.0209405;-4.11E-05;610;28.28
sigmoid;(100, 100, 100, 50);0;0.03;l2;0.01;16;1.00E-06;0.8;0.020940502;-4.12E-05;732;28.68
sigmoid;(50, 25);0.3;0.03;l1;0.001;16;1.00E-06;0.8;0.020940506;-4.14E-05;732;13.35
relu;(100, 50, 25);0.3;0.03;l2;0.01;32;1.00E-05;0.9;0.02094051;-4.16E-05;610;3.87
sigmoid;(100, 100, 100, 50);0;0.03;l1;0.001;64;0.0001;0.9;0.02094051;-4.16E-05;549;26.44
sigmoid;(100, 50, 25);0.3;0.01;l1;1.00E-05;16;0.0001;0.9;0.02094051;-4.16E-05;732;31.86
sigmoid;(100, 100, 100, 50);0.3;0.001;l2;0.01;64;0.0001;0.9;0.020940515;-4.18E-05;549;28.71
sigmoid;(100, 50, 25);0.1;0.03;l1;0.001;32;1.00E-05;0.99;0.020940521;-4.21E-05;610;26.58
sigmoid;(100, 100, 100, 50);0;0.01;l1;0.001;16;0.0001;0.9;0.020940522;-4.22E-05;732;49.53
sigmoid;(100, 100, 100, 50);0;0.03;l2;1.00E-05;16;1.00E-06;0.99;0.020940523;-4.22E-05;732;25.42
sigmoid;(100, 100, 100, 50);0;0.003;l2;0.01;64;0.0001;0.99;0.02094053;-4.26E-05;549;41.65
sigmoid;(100, 50, 25);0;0.001;l1;0.001;16;1.00E-06;0.8;0.020940536;-4.28E-05;732;27.28
sigmoid;(100, 100, 100, 50);0;0.003;l2;0.001;64;1.00E-05;0.8;0.020940536;-4.28E-05;549;42.89
sigmoid;(50, 25);0;0.03;l1;0.01;64;1.00E-06;0.9;0.020940542;-4.31E-05;549;11.75
sigmoid;(100, 100, 100, 50);0;0.001;l1;1.00E-05;32;1.00E-06;0.99;0.020940546;-4.33E-05;610;46.11
relu;(50, 25);0.3;0.03;l1;1.00E-05;32;1.00E-05;0.9;0.020940547;-4.34E-05;610;2.01
sigmoid;(100, 100, 100, 50);0;0.01;l1;0.01;64;0.0001;0.8;0.020940548;-4.34E-05;549;43.1
sigmoid;(100, 50, 25);0;0.03;l2;0.001;16;1.00E-06;0.9;0.020940549;-4.34E-05;732;23.58
sigmoid;(100, 50, 25);0.3;0.003;l2;0.01;64;0.0001;0.99;0.020940551;-4.35E-05;549;24.54
relu;(50, 25);0.1;0.03;l1;0.01;32;1.00E-06;0.99;0.020940561;-4.40E-05;610;2.13
relu;(100, 100, 100, 50);0.3;0.001;l1;0.001;32;1.00E-06;0.8;0.020940561;-4.40E-05;610;10.6
sigmoid;(100, 50, 25);0;0.003;l2;0.001;16;0.0001;0.99;0.020940561;-4.40E-05;732;28.51
sigmoid;(100, 50, 25);0.1;0.003;l1;0.01;64;0.0001;0.9;0.020940569;-4.44E-05;549;24.79
sigmoid;(100, 100, 100, 50);0.1;0.01;l2;0.01;16;0.0001;0.9;0.020940573;-4.46E-05;732;35.2
relu;(100, 50, 25);0.3;0.003;l1;0.01;16;1.00E-05;0.9;0.020940575;-4.47E-05;732;4.98
sigmoid;(50, 25);0.1;0.01;l1;0.01;32;0.0001;0.8;0.020940577;-4.48E-05;610;12.94
sigmoid;(100, 100, 100, 50);0;0.001;l2;0.01;64;1.00E-06;0.8;0.020940578;-4.48E-05;549;52.54
relu;(100, 50, 25);0.3;0.03;l1;1.00E-05;64;1.00E-06;0.8;0.020940589;-4.54E-05;549;3.52
sigmoid;(100, 100, 100, 50);0;0.01;l2;0.01;64;0.0001;0.9;0.02094059;-4.54E-05;549;26.97
sigmoid;(100, 50, 25);0.3;0.03;l2;0.001;16;1.00E-05;0.9;0.020940591;-4.54E-05;732;32.7
sigmoid;(100, 100, 100, 50);0;0.03;l2;0.01;16;1.00E-05;0.99;0.020940592;-4.55E-05;732;28.77
sigmoid;(50, 25);0;0.03;l1;0.01;32;0.0001;0.99;0.020940595;-4.56E-05;610;12.43
sigmoid;(100, 50, 25);0.3;0.001;l1;0.01;64;1.00E-06;0.8;0.020940598;-4.58E-05;549;24.74
sigmoid;(100, 100, 100, 50);0.3;0.01;l2;0.01;64;0.0001;0.99;0.0209406;-4.59E-05;549;46.82
relu;(50, 25);0.3;0.03;l2;1.00E-05;32;1.00E-05;0.8;0.020940602;-4.60E-05;610;2.03
relu;(100, 100, 100, 50);0.1;0.03;l1;0.01;32;1.00E-05;0.8;0.020940603;-4.60E-05;610;10.27
sigmoid;(100, 50, 25);0;0.001;l1;0.01;32;1.00E-05;0.8;0.020940604;-4.61E-05;610;24.65
sigmoid;(100, 50, 25);0.3;0.03;l2;0.001;32;1.00E-05;0.9;0.020940605;-4.61E-05;610;26.81
sigmoid;(100, 50, 25);0;0.03;l1;0.001;16;0.0001;0.9;0.020940611;-4.64E-05;732;29.03
sigmoid;(100, 50, 25);0.3;0.03;l2;0.001;32;1.00E-06;0.99;0.020940611;-4.64E-05;610;28.45
sigmoid;(50, 25);0.1;0.03;l2;0.01;16;1.00E-06;0.9;0.020940613;-4.65E-05;732;12.97
relu;(50, 25);0.3;0.03;l1;0.001;64;1.00E-05;0.8;0.020940613;-4.65E-05;549;1.95
relu;(100, 100, 100, 50);0.1;0.003;l1;0.001;32;1.00E-06;0.9;0.020940618;-4.68E-05;610;5.65
relu;(100, 100, 100, 50);0.3;0.003;l1;0.01;16;1.00E-06;0.8;0.020940619;-4.68E-05;732;12.54
relu;(100, 50, 25);0;0.001;l1;0.01;16;1.00E-05;0.8;0.020940619;-4.68E-05;732;8.74
sigmoid;(100, 100, 100, 50);0.1;0.003;l2;0.01;16;1.00E-05;0.8;0.020940623;-4.70E-05;732;30.63
sigmoid;(100, 100, 100, 50);0;0.003;l1;0.001;32;0.0001;0.8;0.020940625;-4.71E-05;610;40.68
sigmoid;(100, 50, 25);0.3;0.001;l1;0.01;16;1.00E-06;0.8;0.020940626;-4.71E-05;732;29.92
relu;(50, 25);0.3;0.01;l1;0.001;32;0.0001;0.9;0.020940629;-4.72E-05;610;1.95
sigmoid;(100, 100, 100, 50);0.1;0.001;l2;1.00E-05;32;0.0001;0.9;0.020940632;-4.74E-05;610;26.63
sigmoid;(50, 25);0.1;0.001;l1;0.001;16;1.00E-05;0.8;0.020940637;-4.77E-05;732;14.01
sigmoid;(100, 50, 25);0.1;0.03;l1;1.00E-05;64;1.00E-06;0.99;0.020940638;-4.77E-05;549;20.82
relu;(100, 50, 25);0.3;0.03;l1;0.001;64;0.0001;0.99;0.020940639;-4.77E-05;549;3.71
relu;(100, 50, 25);0.3;0.01;l1;0.001;16;1.00E-06;0.9;0.020940647;-4.81E-05;732;4.71
sigmoid;(100, 100, 100, 50);0;0.03;l1;0.001;16;0.0001;0.8;0.020940649;-4.82E-05;732;29.29
sigmoid;(100, 100, 100, 50);0.1;0.03;l1;1.00E-05;16;1.00E-05;0.99;0.020940649;-4.82E-05;732;31.1
sigmoid;(100, 100, 100, 50);0.3;0.003;l2;0.01;64;1.00E-05;0.8;0.020940649;-4.82E-05;549;28.03
sigmoid;(100, 100, 100, 50);0.1;0.003;l2;1.00E-05;32;1.00E-05;0.8;0.020940651;-4.83E-05;610;27.51
sigmoid;(100, 100, 100, 50);0.3;0.03;l2;0.01;64;1.00E-05;0.99;0.020940654;-4.85E-05;549;43.52
relu;(100, 100, 100, 50);0.3;0.03;l1;0.01;64;1.00E-06;0.9;0.020940655;-4.85E-05;549;5.45
sigmoid;(50, 25);0.3;0.03;l2;0.01;32;0.0001;0.8;0.020940656;-4.86E-05;610;12.04
sigmoid;(100, 50, 25);0.3;0.03;l2;0.001;64;1.00E-05;0.9;0.020940657;-4.86E-05;549;26.81
sigmoid;(100, 50, 25);0.3;0.03;l1;0.01;32;1.00E-06;0.9;0.020940659;-4.87E-05;610;37.88
sigmoid;(100, 100, 100, 50);0.1;0.003;l1;1.00E-05;64;1.00E-05;0.9;0.02094066;-4.87E-05;549;28.02
sigmoid;(100, 100, 100, 50);0.1;0.003;l1;0.01;32;1.00E-05;0.99;0.020940661;-4.88E-05;610;30.41
relu;(100, 100, 100, 50);0.1;0.03;l1;0.001;16;1.00E-06;0.9;0.020940661;-4.88E-05;732;7.01
sigmoid;(100, 100, 100, 50);0.3;0.01;l2;0.01;64;0.0001;0.9;0.020940662;-4.89E-05;549;47.25
sigmoid;(100, 50, 25);0.1;0.003;l1;1.00E-05;32;0.0001;0.99;0.020940667;-4.91E-05;610;24.11
sigmoid;(100, 100, 100, 50);0.1;0.03;l2;0.01;16;0.0001;0.9;0.02094067;-4.92E-05;732;30.56
relu;(100, 50, 25);0.3;0.03;l1;0.01;16;1.00E-05;0.9;0.020940679;-4.97E-05;732;4.88
sigmoid;(50, 25);0.1;0.001;l1;0.01;16;0.0001;0.8;0.020940682;-4.98E-05;732;13.72
sigmoid;(50, 25);0;0.01;l1;0.01;32;0.0001;0.99;0.020940686;-5.00E-05;610;12.04
sigmoid;(100, 50, 25);0;0.01;l1;0.01;32;1.00E-05;0.9;0.020940689;-5.01E-05;610;25.63
sigmoid;(100, 50, 25);0;0.001;l1;0.001;64;1.00E-05;0.99;0.02094069;-5.02E-05;549;22.71
sigmoid;(100, 50, 25);0.3;0.01;l1;1.00E-05;64;1.00E-06;0.9;0.020940699;-5.06E-05;549;24.02
relu;(100, 100, 100, 50);0.3;0.003;l1;1.00E-05;16;1.00E-06;0.9;0.020940705;-5.09E-05;732;12.45
sigmoid;(100, 100, 100, 50);0.3;0.003;l1;0.01;32;0.0001;0.8;0.020940712;-5.12E-05;610;29.79
sigmoid;(100, 50, 25);0;0.03;l1;1.00E-05;64;1.00E-06;0.99;0.020940714;-5.13E-05;549;21.54
sigmoid;(50, 25);0.1;0.003;l1;0.001;16;1.00E-06;0.8;0.020940716;-5.14E-05;732;13.04
relu;(100, 100, 100, 50);0.1;0.01;l1;0.01;32;1.00E-06;0.8;0.020940719;-5.16E-05;610;5.77
sigmoid;(100, 50, 25);0.1;0.001;l1;0.001;64;0.0001;0.99;0.02094072;-5.16E-05;549;24.33
relu;(100, 50, 25);0.3;0.03;l1;1.00E-05;64;1.00E-05;0.9;0.020940721;-5.17E-05;549;3.77
relu;(100, 100, 100, 50);0.1;0.003;l1;0.01;64;1.00E-06;0.99;0.020940726;-5.19E-05;549;5.72
relu;(100, 100, 100, 50);0.1;0.01;l1;0.001;64;1.00E-06;0.9;0.020940733;-5.22E-05;549;5.58
sigmoid;(100, 100, 100, 50);0;0.01;l1;0.001;16;1.00E-05;0.99;0.020940738;-5.25E-05;732;48
sigmoid;(100, 50, 25);0.1;0.001;l1;0.001;64;1.00E-05;0.8;0.020940742;-5.27E-05;549;26.01
sigmoid;(100, 50, 25);0.1;0.001;l1;0.001;64;1.00E-06;0.9;0.020940745;-5.28E-05;549;24.91
sigmoid;(100, 50, 25);0;0.01;l1;0.001;32;1.00E-05;0.9;0.02094075;-5.31E-05;610;26.44
sigmoid;(100, 100, 100, 50);0.3;0.003;l2;0.001;32;1.00E-05;0.99;0.020940758;-5.34E-05;610;27.82
sigmoid;(100, 100, 100, 50);0.3;0.01;l1;0.001;32;0.0001;0.8;0.020940759;-5.35E-05;610;33.49
sigmoid;(50, 25);0.3;0.003;l1;0.01;32;1.00E-05;0.99;0.020940761;-5.36E-05;610;12.58
sigmoid;(100, 100, 100, 50);0.3;0.01;l2;0.001;64;1.00E-06;0.8;0.020940761;-5.36E-05;549;29.89
sigmoid;(100, 100, 100, 50);0.3;0.001;l1;0.01;16;0.0001;0.9;0.020940766;-5.38E-05;732;34.93
sigmoid;(100, 100, 100, 50);0.3;0.01;l1;0.01;64;1.00E-06;0.9;0.020940766;-5.38E-05;549;30.61
sigmoid;(100, 100, 100, 50);0.3;0.001;l2;1.00E-05;64;1.00E-06;0.9;0.020940766;-5.38E-05;549;27.43
sigmoid;(100, 50, 25);0.1;0.03;l2;0.01;32;0.0001;0.8;0.020940767;-5.39E-05;610;24.45
sigmoid;(100, 100, 100, 50);0.1;0.001;l2;0.01;16;0.0001;0.8;0.020940768;-5.39E-05;732;31.01
relu;(100, 100, 100, 50);0.3;0.03;l2;0.001;64;0.0001;0.8;0.020940769;-5.40E-05;549;5.48
relu;(100, 100, 100, 50);0;0.01;l1;0.01;64;0.0001;0.99;0.020940769;-5.40E-05;549;3.94
sigmoid;(100, 100, 100, 50);0.1;0.001;l2;0.01;32;1.00E-05;0.99;0.020940772;-5.41E-05;610;27.52
relu;(100, 50, 25);0.3;0.03;l2;0.01;64;1.00E-05;0.9;0.020940774;-5.42E-05;549;3.55
sigmoid;(100, 100, 100, 50);0.3;0.03;l1;0.001;16;0.0001;0.99;0.020940776;-5.43E-05;732;34.71
sigmoid;(100, 100, 100, 50);0.1;0.001;l1;0.001;16;0.0001;0.8;0.020940777;-5.43E-05;732;33.56
sigmoid;(100, 100, 100, 50);0.3;0.003;l1;0.01;16;1.00E-06;0.8;0.02094078;-5.45E-05;732;32.25
sigmoid;(50, 25);0.1;0.003;l1;0.01;64;0.0001;0.99;0.020940783;-5.46E-05;549;14.54
sigmoid;(50, 25);0;0.001;l1;0.001;32;1.00E-06;0.99;0.020940784;-5.47E-05;610;12
sigmoid;(50, 25);0.3;0.001;l1;0.01;32;1.00E-06;0.9;0.020940786;-5.48E-05;610;12.8
sigmoid;(100, 50, 25);0;0.003;l2;0.01;64;0.0001;0.9;0.020940792;-5.51E-05;549;25.69
sigmoid;(100, 100, 100, 50);0;0.03;l2;0.001;32;1.00E-05;0.8;0.020940795;-5.52E-05;610;26.01
sigmoid;(100, 100, 100, 50);0;0.003;l1;0.01;32;1.00E-06;0.8;0.020940798;-5.53E-05;610;42.68
sigmoid;(100, 100, 100, 50);0.1;0.03;l1;1.00E-05;16;1.00E-06;0.99;0.020940807;-5.58E-05;732;30.76
sigmoid;(100, 50, 25);0.3;0.003;l1;0.001;64;1.00E-05;0.8;0.020940812;-5.60E-05;549;25.52
sigmoid;(100, 50, 25);0;0.01;l1;0.01;64;1.00E-06;0.9;0.020940813;-5.61E-05;549;24.94
sigmoid;(100, 50, 25);0.1;0.01;l2;0.01;32;1.00E-06;0.9;0.020940817;-5.63E-05;610;26.49
sigmoid;(100, 100, 100, 50);0;0.01;l1;0.001;16;1.00E-06;0.99;0.020940821;-5.64E-05;732;46.55
sigmoid;(50, 25);0.3;0.003;l1;0.01;16;1.00E-06;0.99;0.020940821;-5.65E-05;732;14.63
sigmoid;(100, 100, 100, 50);0.3;0.001;l1;0.01;16;1.00E-05;0.9;0.020940824;-5.66E-05;732;33.58
sigmoid;(100, 100, 100, 50);0.1;0.01;l1;0.001;64;1.00E-06;0.9;0.020940824;-5.66E-05;549;29.35
sigmoid;(100, 100, 100, 50);0;0.01;l1;0.001;16;0.0001;0.99;0.02094083;-5.69E-05;732;47.09
sigmoid;(100, 50, 25);0.1;0.001;l1;0.001;16;1.00E-05;0.8;0.020940837;-5.72E-05;732;28.31
sigmoid;(100, 100, 100, 50);0.1;0.001;l1;0.01;64;1.00E-06;0.9;0.02094084;-5.73E-05;549;28.7
sigmoid;(100, 100, 100, 50);0;0.003;l1;1.00E-05;32;1.00E-06;0.99;0.02094084;-5.73E-05;610;28.14
relu;(100, 100, 100, 50);0.1;0.01;l1;0.001;32;1.00E-06;0.9;0.020940841;-5.74E-05;610;5.89
relu;(100, 50, 25);0.3;0.03;l1;0.01;64;0.0001;0.9;0.020940842;-5.74E-05;549;3.77
sigmoid;(100, 100, 100, 50);0.1;0.003;l2;0.01;32;0.0001;0.99;0.020940847;-5.77E-05;610;28.79
sigmoid;(100, 50, 25);0.3;0.01;l2;0.01;16;1.00E-05;0.99;0.020940847;-5.77E-05;732;39.2
sigmoid;(50, 25);0.3;0.01;l1;0.01;32;1.00E-05;0.8;0.020940848;-5.77E-05;610;12
sigmoid;(100, 100, 100, 50);0;0.001;l2;0.001;64;1.00E-06;0.8;0.020940853;-5.80E-05;549;41.33
sigmoid;(100, 100, 100, 50);0.1;0.003;l1;0.01;32;1.00E-05;0.9;0.020940855;-5.81E-05;610;28.49
sigmoid;(100, 100, 100, 50);0;0.001;l1;0.001;16;1.00E-06;0.99;0.020940865;-5.85E-05;732;52.38
sigmoid;(100, 50, 25);0.3;0.01;l2;1.00E-05;64;0.0001;0.99;0.020940871;-5.88E-05;549;25.49
sigmoid;(100, 50, 25);0.3;0.003;l2;1.00E-05;16;0.0001;0.99;0.020940872;-5.89E-05;732;27.23
sigmoid;(100, 100, 100, 50);0.1;0.03;l1;0.001;64;1.00E-05;0.8;0.020940876;-5.91E-05;549;28.9
sigmoid;(100, 100, 100, 50);0;0.03;l1;0.01;32;1.00E-05;0.9;0.020940878;-5.91E-05;610;26.39
sigmoid;(100, 100, 100, 50);0.3;0.01;l1;0.001;64;1.00E-06;0.9;0.020940878;-5.92E-05;549;29
relu;(100, 100, 100, 50);0.1;0.03;l1;0.01;16;0.0001;0.8;0.020940879;-5.92E-05;732;12.36
relu;(100, 50, 25);0.3;0.01;l1;1.00E-05;16;1.00E-06;0.8;0.020940886;-5.96E-05;732;4.95
sigmoid;(100, 50, 25);0.3;0.001;l1;0.001;16;1.00E-06;0.9;0.020940897;-6.00E-05;732;30.36
sigmoid;(100, 50, 25);0.1;0.003;l1;0.01;16;0.0001;0.8;0.020940898;-6.01E-05;732;30.09
sigmoid;(100, 50, 25);0.1;0.001;l2;0.01;32;1.00E-06;0.9;0.020940899;-6.02E-05;610;27.25
relu;(100, 50, 25);0.3;0.03;l2;0.001;64;0.0001;0.99;0.020940903;-6.04E-05;549;3.42
relu;(100, 100, 100, 50);0.1;0.01;l1;0.01;16;1.00E-05;0.99;0.020940904;-6.04E-05;732;7.1
sigmoid;(100, 50, 25);0.3;0.01;l2;0.001;16;1.00E-06;0.9;0.020940911;-6.08E-05;732;29.52
sigmoid;(100, 100, 100, 50);0.3;0.03;l1;0.001;32;1.00E-06;0.99;0.02094092;-6.12E-05;610;43.2
relu;(100, 100, 100, 50);0.3;0.001;l1;0.01;32;1.00E-06;0.99;0.020940936;-6.19E-05;610;11.4
relu;(100, 50, 25);0.3;0.01;l1;0.01;64;1.00E-05;0.99;0.020940937;-6.20E-05;549;3.82
sigmoid;(100, 50, 25);0;0.001;l2;0.01;16;1.00E-05;0.8;0.02094094;-6.21E-05;732;28.43
sigmoid;(100, 50, 25);0.3;0.003;l2;0.001;16;0.0001;0.99;0.020940942;-6.22E-05;732;27.93
sigmoid;(50, 25);0;0.01;l1;0.001;32;1.00E-06;0.9;0.020940944;-6.23E-05;610;12.07
sigmoid;(50, 25);0.3;0.001;l1;0.01;32;1.00E-05;0.9;0.020940953;-6.28E-05;610;13.75
sigmoid;(100, 100, 100, 50);0.1;0.001;l1;0.01;32;1.00E-06;0.99;0.020940955;-6.28E-05;610;29.87
relu;(100, 100, 100, 50);0;0.01;l1;0.01;32;0.0001;0.99;0.020940975;-6.38E-05;610;3.71
sigmoid;(50, 25);0.1;0.001;l1;0.001;16;1.00E-05;0.99;0.020940977;-6.39E-05;732;15.83
relu;(100, 100, 100, 50);0.1;0.03;l1;0.001;64;0.0001;0.8;0.020940977;-6.39E-05;549;10.48
sigmoid;(50, 25);0;0.03;l1;0.001;64;1.00E-05;0.8;0.020940981;-6.41E-05;549;11.72
sigmoid;(100, 50, 25);0.1;0.003;l2;0.01;16;0.0001;0.9;0.020940989;-6.45E-05;732;28.85
relu;(100, 50, 25);0.3;0.003;l1;0.01;16;0.0001;0.8;0.020940998;-6.49E-05;732;4.9
sigmoid;(50, 25);0.1;0.001;l1;0.001;64;1.00E-06;0.9;0.020941;-6.50E-05;549;13.36
sigmoid;(100, 100, 100, 50);0.3;0.03;l1;1.00E-05;32;1.00E-06;0.8;0.020941003;-6.51E-05;610;48.83
sigmoid;(100, 100, 100, 50);0;0.03;l2;0.01;32;1.00E-05;0.8;0.020941004;-6.52E-05;610;23.47
sigmoid;(100, 100, 100, 50);0.3;0.01;l1;0.01;16;1.00E-06;0.9;0.020941006;-6.53E-05;732;33.72
sigmoid;(100, 100, 100, 50);0.1;0.03;l2;0.001;32;1.00E-06;0.99;0.020941012;-6.55E-05;610;27.92
sigmoid;(100, 100, 100, 50);0.1;0.01;l2;1.00E-05;64;1.00E-05;0.9;0.020941013;-6.56E-05;549;27.98
sigmoid;(100, 100, 100, 50);0.3;0.03;l2;1.00E-05;64;1.00E-06;0.9;0.020941013;-6.56E-05;549;43.72
sigmoid;(100, 100, 100, 50);0.3;0.001;l1;0.001;32;0.0001;0.8;0.020941017;-6.58E-05;610;28.4
sigmoid;(100, 50, 25);0.3;0.001;l1;0.01;32;0.0001;0.99;0.020941024;-6.61E-05;610;26.2
sigmoid;(100, 100, 100, 50);0.1;0.003;l2;0.01;32;1.00E-05;0.9;0.020941032;-6.65E-05;610;30
sigmoid;(100, 50, 25);0.3;0.003;l1;0.001;64;1.00E-06;0.8;0.020941035;-6.67E-05;549;27.82
sigmoid;(100, 100, 100, 50);0.1;0.003;l1;1.00E-05;32;0.0001;0.8;0.020941041;-6.70E-05;610;28.69
sigmoid;(100, 100, 100, 50);0;0.01;l2;0.01;64;1.00E-05;0.99;0.020941042;-6.70E-05;549;27.07
sigmoid;(100, 100, 100, 50);0.1;0.001;l1;0.001;32;1.00E-06;0.99;0.020941045;-6.71E-05;610;27.53
sigmoid;(100, 100, 100, 50);0.1;0.03;l2;0.001;32;1.00E-05;0.8;0.020941046;-6.72E-05;610;26.01
sigmoid;(100, 100, 100, 50);0.1;0.03;l1;1.00E-05;64;0.0001;0.99;0.02094105;-6.74E-05;549;27.92
sigmoid;(100, 50, 25);0;0.03;l1;0.001;64;0.0001;0.8;0.020941059;-6.78E-05;549;22.54
sigmoid;(100, 50, 25);0.1;0.003;l2;0.01;16;1.00E-06;0.99;0.02094106;-6.78E-05;732;29.14
sigmoid;(50, 25);0;0.03;l1;0.01;16;1.00E-06;0.9;0.02094107;-6.83E-05;732;11.76
sigmoid;(100, 100, 100, 50);0.3;0.01;l2;1.00E-05;16;0.0001;0.8;0.02094107;-6.83E-05;732;31.83
sigmoid;(100, 100, 100, 50);0;0.03;l2;1.00E-05;64;1.00E-06;0.9;0.020941082;-6.89E-05;549;26.39
sigmoid;(100, 100, 100, 50);0.3;0.03;l2;0.001;64;1.00E-06;0.8;0.02094109;-6.93E-05;549;44.5
sigmoid;(100, 50, 25);0;0.03;l1;0.001;32;1.00E-06;0.99;0.02094109;-6.93E-05;610;23.59
sigmoid;(50, 25);0.1;0.001;l1;0.001;64;1.00E-06;0.99;0.020941104;-6.99E-05;549;12.96
sigmoid;(100, 100, 100, 50);0.1;0.001;l1;0.001;16;1.00E-05;0.9;0.020941108;-7.02E-05;732;32.81
sigmoid;(100, 100, 100, 50);0.3;0.01;l2;0.01;32;1.00E-05;0.99;0.020941114;-7.04E-05;610;46.67
sigmoid;(100, 50, 25);0;0.003;l1;0.001;64;1.00E-06;0.99;0.020941121;-7.08E-05;549;25.02
relu;(100, 100, 100, 50);0.1;0.003;l1;0.001;16;0.0001;0.8;0.020941125;-7.10E-05;732;7.08
relu;(100, 100, 100, 50);0.3;0.003;l1;0.01;64;1.00E-05;0.9;0.020941126;-7.10E-05;549;9.09
sigmoid;(100, 100, 100, 50);0.3;0.03;l2;0.001;64;1.00E-05;0.99;0.020941128;-7.11E-05;549;44.54
sigmoid;(100, 100, 100, 50);0.3;0.01;l1;0.01;32;1.00E-05;0.8;0.020941133;-7.13E-05;610;30.29
relu;(100, 100, 100, 50);0.3;0.003;l1;1.00E-05;64;1.00E-06;0.8;0.020941133;-7.13E-05;549;10.27
sigmoid;(50, 25);0.3;0.03;l1;0.001;32;1.00E-06;0.8;0.020941145;-7.19E-05;610;11.33
sigmoid;(100, 100, 100, 50);0.1;0.03;l2;0.01;16;1.00E-05;0.8;0.020941154;-7.23E-05;732;33.44
relu;(100, 50, 25);0.3;0.003;l1;0.001;16;1.00E-05;0.99;0.020941161;-7.27E-05;732;4.92
sigmoid;(50, 25);0;0.001;l2;0.01;32;0.0001;0.9;0.020941163;-7.27E-05;610;11.58
sigmoid;(100, 50, 25);0.1;0.003;l1;0.01;32;0.0001;0.9;0.020941168;-7.30E-05;610;27.65
relu;(100, 50, 25);0.1;0.01;l1;0.001;16;0.0001;0.8;0.020941181;-7.36E-05;732;4.82
sigmoid;(50, 25);0.3;0.01;l2;1.00E-05;16;0.0001;0.99;0.020941181;-7.36E-05;732;14.51
relu;(100, 50, 25);0.3;0.03;l1;0.001;64;1.00E-05;0.99;0.020941187;-7.39E-05;549;3.63
sigmoid;(100, 100, 100, 50);0.3;0.003;l2;0.001;64;0.0001;0.9;0.020941188;-7.39E-05;549;29.07
relu;(100, 100, 100, 50);0.1;0.003;l1;0.001;16;1.00E-06;0.8;0.020941191;-7.41E-05;732;6.91
sigmoid;(100, 100, 100, 50);0.3;0.03;l2;1.00E-05;32;0.0001;0.99;0.020941192;-7.42E-05;610;42.06
sigmoid;(100, 50, 25);0.3;0.001;l2;0.001;32;0.0001;0.99;0.020941195;-7.43E-05;610;23.6
sigmoid;(100, 100, 100, 50);0;0.001;l1;0.001;32;1.00E-05;0.99;0.020941199;-7.45E-05;610;43.39
sigmoid;(50, 25);0.3;0.01;l2;0.01;64;0.0001;0.8;0.020941204;-7.47E-05;549;12.79
sigmoid;(100, 50, 25);0.3;0.003;l2;0.01;64;1.00E-06;0.9;0.020941206;-7.48E-05;549;25.85
sigmoid;(100, 100, 100, 50);0;0.01;l1;1.00E-05;64;0.0001;0.9;0.020941211;-7.50E-05;549;41.66
sigmoid;(100, 100, 100, 50);0;0.03;l1;0.01;16;0.0001;0.8;0.020941217;-7.53E-05;732;30.39
sigmoid;(100, 50, 25);0.3;0.001;l2;0.01;16;1.00E-06;0.99;0.020941217;-7.54E-05;732;28.97
sigmoid;(100, 50, 25);0;0.001;l1;0.01;16;1.00E-06;0.9;0.020941218;-7.54E-05;732;29.03
sigmoid;(50, 25);0.3;0.03;l2;0.01;16;0.0001;0.99;0.020941224;-7.57E-05;732;13.66
sigmoid;(50, 25);0.3;0.003;l1;0.001;64;1.00E-06;0.8;0.020941224;-7.57E-05;549;12.21
sigmoid;(100, 50, 25);0.3;0.03;l1;1.00E-05;64;1.00E-05;0.9;0.020941231;-7.60E-05;549;30.89
sigmoid;(50, 25);0.3;0.01;l2;0.001;16;0.0001;0.9;0.020941232;-7.61E-05;732;14.31
sigmoid;(100, 50, 25);0;0.03;l2;0.01;32;1.00E-06;0.99;0.020941235;-7.62E-05;610;26.89
sigmoid;(100, 50, 25);0.1;0.001;l1;1.00E-05;16;0.0001;0.99;0.020941236;-7.63E-05;732;28.74
relu;(100, 100, 100, 50);0.1;0.03;l2;0.01;32;1.00E-06;0.8;0.020941237;-7.63E-05;610;9.43
sigmoid;(100, 100, 100, 50);0.1;0.01;l1;1.00E-05;32;1.00E-06;0.8;0.020941241;-7.65E-05;610;26.72
sigmoid;(100, 100, 100, 50);0.1;0.03;l2;0.001;32;1.00E-05;0.9;0.020941244;-7.66E-05;610;27.21
sigmoid;(100, 50, 25);0.1;0.03;l1;0.001;64;0.0001;0.99;0.02094125;-7.69E-05;549;25.84
sigmoid;(100, 100, 100, 50);0.3;0.01;l1;0.01;16;0.0001;0.8;0.020941251;-7.70E-05;732;31.8
